"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName"
717641,"2023-06-24",4,"2023-06-24T02:43:05.616Z","2023-06-24T02:43:10.808Z",TRUE,"pitch","a2261dcc-7213-4b67-abc6-2c9607a1aff7",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.47,1.71,NA,126.38,191.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,1,0,12,"bottom",2,"2023-06-24T02:41:48.601Z","2023-06-24T02:43:10.808Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.8,75.4,8,2,0.4597,6.8127,22.0162,-26.648,-9.2209,3.84,-0.2461,1.7608,6.2558,-118.9722,-2.9675,-1.7067,50.0034,5.4299,-13.2691,24,8.4,24,1885,248,NA,NA,NA,NA,NA,NA,TRUE,-34.3,6.5,15.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",3,"2023-06-24T02:42:48.059Z","2023-06-24T02:42:51.734Z",TRUE,"pitch","9e59c3f4-0a9f-42d7-8c29-5a5524c56124",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5849,1.7942,NA,149.76,233.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,1,0,12,"bottom",2,"2023-06-24T02:41:48.601Z","2023-06-24T02:43:10.808Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.4,76.9,13,2,0.4516,6.8637,24.0145,-27.3498,-9.3893,3.2421,-0.8595,0.1903,4.9296,-121.3311,-6.4627,-1.6989,50.006,5.2759,-13.984,25.2,8.4,24,1897,245,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.6,15.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",2,"2023-06-24T02:42:34.272Z","2023-06-24T02:42:37.899Z",TRUE,"pitch","f8e71f56-8ea2-4a33-8b8b-f4b3e95b8bc2",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.47,1.71,NA,134.22,198.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,1,0,12,"bottom",2,"2023-06-24T02:41:48.601Z","2023-06-24T02:43:10.808Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,76.8,13,2,0.4513,6.7428,22.8139,-27.9604,-9.7575,2.8165,-0.4517,1.4779,6.0726,-121.194,-3.5811,-1.7172,50.0002,5.4064,-14.5699,25.2,8.4,24,1821,247,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.6,16.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",1,"2023-06-24T02:42:21.560Z","2023-06-24T02:42:25.494Z",TRUE,"pitch","a7752d03-8503-48e1-8de3-404cc3e5fd05",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5849,1.7641,NA,150.04,197.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,1,0,12,"bottom",2,"2023-06-24T02:41:48.601Z","2023-06-24T02:43:10.808Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,84.2,13,2,0.4104,6.6165,28.6379,-24.2055,-11.482,4.4179,-0.8668,1.5135,6.139,-133.4526,-5.4013,-1.7048,50.0043,5.3066,-20.7183,37.2,7.2,24,2136,229,NA,NA,NA,NA,NA,NA,FALSE,-25.4,7.1,19.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",0,"2023-06-24T02:42:08.000Z","2023-06-24T02:42:12.494Z",TRUE,"pitch","cf3513eb-407f-4025-aad2-55e1c2667e4b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6483,1.8149,NA,151.74,198.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","atBat","Strikeout","strikeout","Blake Sabol strikes out swinging.",0,1,0,12,"bottom",2,"2023-06-24T02:41:48.601Z","2023-06-24T02:43:10.808Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.9,71.6,13,0.9,0.4879,6.4451,19.3229,-40.4604,6.3514,-6.4861,-0.9115,1.5051,0.3346,-112.0501,-0.1653,-1.8883,50.0019,5.697,8.1151,10.8,13.2,24,2597,51,NA,NA,NA,NA,NA,NA,FALSE,-57.5,-11.5,-11.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",2,"2023-06-24T02:41:35.609Z","2023-06-24T02:41:42.206Z",TRUE,"pitch","21ffdaa3-0e42-449a-8137-df13f45cd964",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.15,1.56,NA,134.53,187.24,"ground_ball","medium","6",110.12,140.23,NA,NA,NA,NA,NA,NA,NA,NA,"11","atBat","Groundout","field_out","Michael Conforto grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",0,1,0,11,"bottom",2,"2023-06-24T02:41:00.226Z","2023-06-24T02:41:42.206Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,84.6,7,2,0.4103,6.3747,25.2529,-25.0932,-10.9258,3.9103,-0.4598,1.909,6.8591,-132.8754,-4.3836,-1.6393,50.002,5.3771,-19.7718,36,7.2,24,2136,229,104.6,-5,18,NA,NA,NA,TRUE,-26,6.5,18.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",1,"2023-06-24T02:41:22.111Z","2023-06-24T02:41:25.829Z",TRUE,"pitch","82e4b482-9234-428f-aaf7-f5f38791cdf2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.1733,1.6142,NA,156.44,209.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","atBat","Groundout","field_out","Michael Conforto grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",0,1,0,11,"bottom",2,"2023-06-24T02:41:00.226Z","2023-06-24T02:41:42.206Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.8,77,13,2,0.4523,6.6622,21.1463,-28.4123,-9.5773,2.5263,-1.0348,1.0722,4.8364,-120.6088,-4.3824,-1.8108,50.002,5.3887,-14.2575,25.2,8.4,24,1797,254,NA,NA,NA,NA,NA,NA,FALSE,-35.6,3.8,16.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",0,"2023-06-24T02:41:10.694Z","2023-06-24T02:41:15.743Z",TRUE,"pitch","ab452d54-1998-4077-a421-e16f44341743",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1733,1.6142,NA,148.88,187.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","atBat","Groundout","field_out","Michael Conforto grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",0,1,0,11,"bottom",2,"2023-06-24T02:41:00.226Z","2023-06-24T02:41:42.206Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,624424,"Michael Conforto","/api/v1/people/624424","L","Left",605200,"Zach Davies","/api/v1/people/605200","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.1,71.7,13,0.9,0.4863,6.5802,19.3403,-38.8967,5.6486,-5.2284,-0.8364,1.9062,0.8231,-112.4005,0.3416,-1.9409,50.0009,5.6844,7.2659,10.8,12,24,2517,59,NA,NA,NA,NA,NA,NA,FALSE,-54.7,-9.1,-10.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",1,"2023-06-24T02:38:36.433Z","2023-06-24T02:38:43.638Z",TRUE,"pitch","7c38196f-0639-4f0e-85ff-a14e8c53e7a7",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.33,1.52,NA,127.78,163.17,"ground_ball","medium","5",99.94,161.17,NA,NA,NA,NA,NA,NA,NA,NA,"10","atBat","Groundout","field_out","Gabriel Moreno grounds out, third baseman J.  D. Davis to first baseman LaMonte Wade Jr.",0,1,0,10,"top",2,"2023-06-24T02:38:06.943Z","2023-06-24T02:38:43.638Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84.3,1,0.93,0.4097,7.3967,27.3293,-32.4205,-9.8179,-0.1335,-0.2827,2.8004,4.8801,-133.4335,-0.0475,-0.8546,50.0056,5.1444,-17.7973,27.6,8.4,24,1779,241,81.2,-21,9,NA,NA,NA,TRUE,-32.4,0,16.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",0,"2023-06-24T02:38:24.990Z","2023-06-24T02:38:29.497Z",TRUE,"pitch","38e2e982-2b60-44da-84bb-4ec185a7e07e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1397,1.3939,NA,131.68,183.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","atBat","Groundout","field_out","Gabriel Moreno grounds out, third baseman J.  D. Davis to first baseman LaMonte Wade Jr.",0,1,0,10,"top",2,"2023-06-24T02:38:06.943Z","2023-06-24T02:38:43.638Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76,4,0.9,0.4544,6.7051,24.0465,-33.105,6.598,-0.6296,-0.3851,2.0423,-0.1537,-120.6518,-0.0474,-1.1775,50.0048,4.986,9.7031,16.8,9.6,24,2503,45,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-0.8,-11.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",1,"2023-06-24T02:37:41.371Z","2023-06-24T02:38:05.367Z",TRUE,"pitch","f9834127-e7fa-4bdf-92f9-3916ac531b6a",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.61,1.69,NA,110.28,171.52,"fly_ball","medium","8",119.5,22.32,NA,NA,NA,NA,NA,NA,NA,NA,"9","atBat","Home Run","home_run","Evan Longoria homers (10) on a fly ball to center field.",1,1,0,9,"top",2,"2023-06-24T02:37:15.138Z","2023-06-24T02:38:05.367Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,446334,"Evan Longoria","/api/v1/people/446334","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91,84,5,0.9,0.412,7.1398,26.4145,-30.551,-8.2406,0.9076,0.1764,2.491,5.461,-132.587,-1.0208,-0.8317,50.0048,5.0959,-14.7803,24,7.2,24,1775,242,108.2,31,436,NA,NA,NA,FALSE,-31.1,1.7,13.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",0,"2023-06-24T02:37:30.252Z","2023-06-24T02:37:35.045Z",TRUE,"pitch","bda0d3e7-b8da-4c95-bed8-3b10dab33a8f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.633,1.6237,NA,54.76,196.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","atBat","Home Run","home_run","Evan Longoria homers (10) on a fly ball to center field.",1,1,0,9,"top",2,"2023-06-24T02:37:15.138Z","2023-06-24T02:38:05.367Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,446334,"Evan Longoria","/api/v1/people/446334","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,83.3,14,2,0.4157,7.5689,26.984,-29.9202,-9.4897,1.2799,1.6329,1.5746,9.2536,-131.5836,-3.2754,-0.6904,50.0021,5.0438,-16.7,26.4,8.4,24,1808,248,NA,NA,NA,NA,NA,NA,FALSE,-31.6,1.8,15.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",4,"2023-06-24T02:37:01.075Z","2023-06-24T02:37:06.452Z",TRUE,"pitch","3b7fe997-b7af-4246-9635-6e64303ac710",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.1423,1.424,NA,135.8,200.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","atBat","Strikeout","strikeout","Alek Thomas called out on strikes.",0,0,0,8,"top",2,"2023-06-24T02:35:38.080Z","2023-06-24T02:37:06.452Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,76.8,7,0.9,0.4508,6.4306,23.3897,-29.3939,6.931,1.8591,-0.4933,1.4107,-0.1126,-121.4322,-2.2582,-1.3471,50.0037,4.9055,10.3691,19.2,8.4,24,2439,63,NA,NA,NA,NA,NA,NA,TRUE,-36.1,3.1,-12.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",3,"2023-06-24T02:36:39.822Z","2023-06-24T02:36:43.683Z",TRUE,"pitch","a5a681c0-5111-44d8-a2ec-aa5e3db3bd78",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.18,1.49,NA,119.26,203.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","atBat","Strikeout","strikeout","Alek Thomas called out on strikes.",0,0,0,8,"top",2,"2023-06-24T02:35:38.080Z","2023-06-24T02:37:06.452Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,78.7,13,0.9,0.4413,7.4301,23.4777,-34.9943,-7.5147,-1.8081,-0.0592,1.3074,4.7742,-123.8689,-1.8815,-1.0299,50.0016,4.9878,-11.7406,16.8,9.6,24,1435,269,NA,NA,NA,NA,NA,NA,FALSE,-41,-3.5,12.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",2,"2023-06-24T02:36:26.645Z","2023-06-24T02:36:31.107Z",TRUE,"pitch","45bc7f92-29fc-4fac-86bb-d771f8bec786",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2337,1.5442,NA,88.59,165.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","atBat","Strikeout","strikeout","Alek Thomas called out on strikes.",0,0,0,8,"top",2,"2023-06-24T02:35:38.080Z","2023-06-24T02:37:06.452Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.4,83.4,3,2,0.415,7.5672,25.6628,-29.7583,-9.0306,1.3679,0.7453,2.7287,7.3126,-131.5588,-0.5675,-0.8853,50.0036,5.1364,-15.9667,26.4,7.2,24,1872,245,NA,NA,NA,NA,NA,NA,FALSE,-30.7,2.5,14.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717641,"2023-06-24",1,"2023-06-24T02:36:16.048Z","2023-06-24T02:36:20.400Z",TRUE,"pitch","084fb406-2b5c-43c2-8700-dc17fe717de7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2642,1.5142,NA,115.13,214.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","atBat","Strikeout","strikeout","Alek Thomas called out on strikes.",0,0,0,8,"top",2,"2023-06-24T02:35:38.080Z","2023-06-24T02:37:06.452Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,81.3,14,0.9,0.4272,7.1434,24.8467,-35.2202,-8.4447,-1.8277,0.0491,0.9009,5.8252,-127.8961,-3.1414,-1.1538,50.0018,4.8898,-14.0759,20.4,9.6,24,1609,257,NA,NA,NA,NA,NA,NA,FALSE,-39,-3.7,14,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
